B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.1445720251,0.1449200619,0.0726429675,0.0705821741,0.0,0.0,0.0779153767,0.0,0.0,0.0609563847,0.0,0.0005154639,0.0,0.0,0.0808861412,0.0,0.0,0.0844925296,0.0881443299,0.0,0.0901597115,0.1535291087,0.1447707367,0.0
0.0,0.0,0.0,0.0711340206,0.0,0.0,0.0784718637,0.0649762282,0.0,0.0615141956,0.0005154639,0.0,0.0,0.0852272727,0.08144329900000001,0.08144329900000001,0.0,0.0,0.0,0.0881427072,0.0,0.1536082474,0.1453608247,0.1515824542
0.1460674157,0.1458859162,0.0,0.0,0.0,0.0910569106,0.0915457729,0.0746803069,0.0,0.0,0.0,0.0,0.0,0.0035017509000000004,0.0485485485,0.0484515485,0.0499495459,0.0489404642,0.0,0.0,0.0633693972,0.1508491508,0.1488511489,0.15512614060000002
0.1468030691,0.1466127401,0.0,0.0,0.0,0.0890336591,0.0,0.0,0.08427543679999999,0.0,0.0,0.0852272727,0.0035017509000000004,0.0,0.0,0.0,0.0,0.0,0.0515257629,0.0504682622,0.0,0.0,0.0,0.1543010753
0.0,0.1382441978,0.0892137097,0.0,0.0,0.0,0.0926853707,0.0,0.0866666667,0.0,0.0808861412,0.08144329900000001,0.0485485485,0.0,0.0,0.0005002501,0.0105900151,0.0095814423,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1387487386,0.0892137097,0.0,0.0,0.0,0.09300000000000001,0.0,0.0,0.0833333333,0.0,0.08144329900000001,0.0484515485,0.0,0.0005002501,0.0,0.0105900151,0.0095814423,0.0,0.0,0.0602471679,0.0,0.0,0.0
0.1384065373,0.13831398279999998,0.0892586989,0.0897629854,0.0,0.0,0.0,0.07644628099999999,0.0,0.0,0.0,0.0,0.0499495459,0.0,0.0105900151,0.0105900151,0.0,0.0,0.0,0.0,0.05973223480000001,0.1442259203,0.0,0.0
0.1378958121,0.1378091873,0.0892586989,0.0,0.0,0.0883468835,0.0,0.0754132231,0.0866666667,0.0,0.0844925296,0.0,0.0489404642,0.0,0.0095814423,0.0095814423,0.0,0.0,0.053481332,0.0,0.0,0.0,0.1346444781,0.0
0.0,0.0,0.0953101362,0.0,0.0932929904,0.0,0.0,0.0803069054,0.0,0.08752620550000001,0.0881443299,0.0,0.0,0.0515257629,0.0,0.0,0.0,0.053481332,0.0,0.0,0.0556414219,0.1503496503,0.0,0.1540526033
0.0,0.0,0.0929387331,0.0919003115,0.0,0.0,0.0,0.079787234,0.0908141962,0.0,0.0,0.0881427072,0.0,0.0504682622,0.0,0.0,0.0,0.0,0.0,0.0,0.0513626834,0.1505711319,0.1427829699,0.0
0.0,0.1463917526,0.0,0.0,0.0,0.0,0.1005673027,0.0,0.0906282183,0.0892857143,0.0901597115,0.0,0.0633693972,0.0,0.0,0.0602471679,0.05973223480000001,0.0,0.0556414219,0.0513626834,0.0,0.1446961895,0.0,0.0
0.1327207759,0.1331987891,0.1456653226,0.1451612903,0.1481854839,0.1500541712,0.0,0.0,0.0,0.1504192872,0.1535291087,0.1536082474,0.1508491508,0.0,0.0,0.0,0.1442259203,0.0,0.1503496503,0.1505711319,0.1446961895,0.0,0.1456928839,0.0
0.1373149566,0.0,0.138608871,0.140625,0.138608871,0.139219935,0.132,0.0,0.0,0.1367924528,0.1447707367,0.1453608247,0.1488511489,0.0,0.0,0.0,0.0,0.1346444781,0.0,0.1427829699,0.0,0.1456928839,0.0,0.1593347639
0.1598901099,0.1600651112,0.1533875339,0.0,0.0,0.0,0.0,0.0,0.1584759801,0.0,0.0,0.1515824542,0.15512614060000002,0.1543010753,0.0,0.0,0.0,0.0,0.1540526033,0.0,0.0,0.0,0.1593347639,0.0
