B_nihoa_A_2673,B_nihoa_B_2673,B_kauaiensis_A_2673,B_kauaiensis_B_2673,B_unica_A_2673,B_unica_B_2673,B_parvula_A_2673,B_parvula_B_2673,B_molokaiensis_A_2673,B_molokaiensis_B_2673,B_deplanata_A_2673,B_deplanata_B_2673,B_brunnea_A_2673,B_brunnea_B_2673,B_mauiensis_A_2673,B_mauiensis_B_2673,B_pilimauiensis_A_2673,B_pilimauiensis_B_2673,B_nitida_A_2673,B_nitida_B_2673,B_nitida_C_2673,R_lineosa_2673,R_dubia_2673,Neoconocephalus_sp_2673
0.0,0.0,0.14190913730000002,0.1439509954,0.0,0.0,0.0,0.1260460251,0.0,0.1348911312,0.1445720251,0.1451697128,0.1460674157,0.1468030691,0.0,0.0,0.1384065373,0.1378958121,0.14453524,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1442986882,0.0,0.14913232099999998,0.1369378474,0.0,0.1386036961,0.1353620147,0.0,0.1455108359,0.1458859162,0.1466127401,0.1382441978,0.1387487386,0.13831398279999998,0.1378091873,0.14437152949999998,0.0,0.0,0.0,0.1377396569,0.1600651112
0.14190913730000002,0.0,0.0,0.0100806452,0.0977822581,0.1056338028,0.0,0.0,0.0,0.0,0.0726429675,0.0,0.0892586989,0.0,0.0,0.0,0.0892586989,0.0,0.0,0.0,0.0,0.0,0.138608871,0.0
0.1439509954,0.1442986882,0.0100806452,0.0,0.0,0.1045503792,0.0444220091,0.0,0.061025641,0.0613207547,0.0,0.0711340206,0.0892586989,0.0888888889,0.0897177419,0.0897177419,0.0,0.0897629854,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0977822581,0.0,0.0,0.0,0.0943967693,0.0,0.0,0.0885744235,0.0973724884,0.0979381443,0.0,0.0,0.0816532258,0.0816532258,0.0,0.0821986889,0.0,0.0903426791,0.0926879506,0.0,0.138608871,0.1517615176
0.0,0.14913232099999998,0.1056338028,0.1045503792,0.0,0.0,0.0,0.0,0.0976821192,0.0943502825,0.0,0.0,0.0910569106,0.0890336591,0.0,0.0,0.0894308943,0.0,0.0959349593,0.0,0.0997782705,0.0,0.139219935,0.1539295393
0.0,0.1369378474,0.0,0.0444220091,0.0943967693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0915457729,0.0,0.0926853707,0.0,0.0,0.0,0.0,0.0962038482,0.1005673027,0.1495,0.132,0.1569048898
0.1260460251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546505518,0.0537345513,0.0644139388,0.0,0.0746803069,0.0,0.0,0.0751533742,0.0,0.0754132231,0.0,0.0,0.0,0.1370143149,0.1242331288,0.1431705979
0.0,0.1386036961,0.0,0.061025641,0.0,0.0976821192,0.0,0.0546505518,0.0,0.0,0.0,0.0628865979,0.0,0.0,0.0866666667,0.0866666667,0.0856410256,0.0866666667,0.0903027193,0.0,0.0906282183,0.0,0.1374358974,0.0
0.1348911312,0.1353620147,0.0,0.0613207547,0.0885744235,0.0943502825,0.0,0.0537345513,0.0,0.0,0.0609563847,0.0615141956,0.0,0.0,0.0833333333,0.0,0.0,0.0,0.0,0.0885805763,0.0892857143,0.1504192872,0.0,0.0
